landmass,parent_hex_id,land_fragment_id,land_subject_or_component_id,land_area_km2,other_land_in_hex_km2,hex_total_land_km2,fragment_share_of_hex,other_land_share_of_hex,canonical_water_type,is_terrestrial_hex,whole_hex_assigned,outcome
Ireland,h6000_q-000783_r+001316,lfr_05db2c56b4b1a6,hsub_ireland_main_island,4.19297136,0.177608361,4.370579721,0.9594,0.0406,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000858_r+001356,lfr_e8788fb38b3fb7,hsub_ireland_main_island,3.836199264,0.16056846,3.996767725,0.9598,0.0402,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000867_r+001367,lfr_b7f8d43d3d368d,hsub_ireland_main_island,5.259249493,0.218789467,5.47803896,0.9601,0.0399,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000836_r+001301,lfr_27296fb58ab747,hsub_ireland_main_island,5.633663128,0.229241264,5.862904392,0.9609,0.0391,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000842_r+001318,lfr_ade93a44a7d22e,hsub_ireland_main_island,1.121339978,0.045452064,1.166792042,0.961,0.039,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000816_r+001292,lfr_983edd91fd04a7,hsub_ireland_main_island,3.892840283,0.156194068,4.049034351,0.9614,0.0386,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000876_r+001392,lfr_9ef6d11b5c2d6c,hsub_ireland_main_island,1.969549352,0.075724079,2.045273431,0.963,0.037,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000801_r+001396,lfr_ece3c0b0a08198,hsub_ireland_main_island,3.424144018,0.129179123,3.553323142,0.9636,0.0364,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000855_r+001390,lfr_25c6d1a34969fd,hsub_ireland_main_island,1.924012362,0.07215983,1.996172192,0.9639,0.0361,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000798_r+001390,lfr_f8ae287e375c96,hsub_ireland_main_island,1.251798899,0.045319116,1.297118014,0.9651,0.0349,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000844_r+001353,lfr_12a7d5d07e08b1,hsub_ireland_main_island,0.844037914,0.029603918,0.873641832,0.9661,0.0339,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000879_r+001383,lfr_65182f0bacf73e,hsub_ireland_main_island,2.552789544,0.089325782,2.642115327,0.9662,0.0338,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000829_r+001297,lfr_10d032137adbdf,hsub_ireland_main_island,2.232322499,0.077170406,2.309492905,0.9666,0.0334,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000868_r+001360,lfr_f674c41078454e,hsub_ireland_main_island,4.81806259,0.163026992,4.981089582,0.9673,0.0327,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000857_r+001392,lfr_f48f704df11c73,hsub_ireland_main_island,0.362295699,0.012079346,0.374375045,0.9677,0.0323,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000800_r+001303,lfr_3bab8ec98f0f54,hsub_ireland_main_island,2.801478446,0.093262813,2.894741259,0.9678,0.0322,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000844_r+001349,lfr_59b12750bd111e,hsub_ireland_main_island,1.944209687,0.063890342,2.008100029,0.9682,0.0318,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000866_r+001407,lfr_805ba5a80cbae7,hsub_ireland_main_island,1.410308226,0.044606001,1.454914227,0.9693,0.0307,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000835_r+001335,lfr_0074a002fe3994,hsub_ireland_main_island,5.39229329,0.158199685,5.550492975,0.9715,0.0285,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000881_r+001387,lfr_87116d0085dddb,hsub_ireland_main_island,1.651448244,0.047223601,1.698671845,0.9722,0.0278,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000881_r+001391,lfr_fbd687056bda49,hsub_ireland_main_island,2.499803181,0.070472364,2.570275545,0.9726,0.0274,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000846_r+001335,lfr_6255298ece462e,hsub_ireland_main_island,0.765738409,0.021513366,0.787251775,0.9727,0.0273,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000845_r+001304,lfr_2a1fa35f348193,hsub_ireland_main_island,2.64628488,0.07411139,2.72039627,0.9728,0.0272,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000882_r+001389,lfr_5e13c9e9f1122d,hsub_ireland_main_island,1.54839422,0.041313737,1.589707957,0.974,0.026,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000834_r+001331,lfr_fe31a9474c588c,hsub_ireland_main_island,1.207905869,0.031069781,1.23897565,0.9749,0.0251,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000845_r+001349,lfr_a63c0109289913,hsub_ireland_main_island,2.356970096,0.056444418,2.413414514,0.9766,0.0234,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000857_r+001426,lfr_e2e89055d18b56,hsub_ireland_main_island,3.426016766,0.081510841,3.507527607,0.9768,0.0232,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000840_r+001301,lfr_06d1425bd3c7c5,hsub_ireland_main_island,2.161008822,0.050929662,2.211938484,0.977,0.023,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000837_r+001300,lfr_e744e09c7ac4ef,hsub_ireland_main_island,2.726741385,0.058159824,2.784901209,0.9791,0.0209,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000854_r+001391,lfr_fcfd1089bdb77b,hsub_ireland_main_island,4.939113134,0.104849431,5.043962565,0.9792,0.0208,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000807_r+001405,lfr_c1521573588b7d,hsub_ireland_main_island,1.908995184,0.040321482,1.949316666,0.9793,0.0207,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Malta,h6000_q-000146_r+000827,lfr_7448538d4ab255,hsub_malta_main_island,1.007420374,0.103674603,1.111094977,0.9067,0.0933,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Malta,h6000_q-000143_r+000825,lfr_356e39005f23a4,hsub_malta_main_island,7.709470238,0.271785515,7.981255752,0.9659,0.0341,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Sardinia,h6000_q-000300_r+000912,lfr_a684e6fa93ed57,hsub_sardinia_main_island,0.037687829,1.498434179,1.536122008,0.0245,0.9755,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Sardinia,h6000_q-000310_r+000970,lfr_ca5bdeb485f620,hsub_sardinia_main_island,0.714510049,4.88365609,5.598166139,0.1276,0.8724,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Sardinia,h6000_q-000312_r+000971,lfr_2d2c38e180b92e,hsub_sardinia_main_island,0.515950831,3.124465851,3.640416682,0.1417,0.8583,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Sardinia,h6000_q-000306_r+000968,lfr_7ec5a4fc0a5421,hsub_sardinia_main_island,0.076735559,0.098213472,0.174949032,0.4386,0.5614,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Sardinia,h6000_q-000330_r+000964,lfr_6ebd8dd705cce3,hsub_sardinia_main_island,1.397772825,1.111735953,2.509508777,0.557,0.443,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Sardinia,h6000_q-000279_r+000911,lfr_7055ade4dddd49,hsub_sardinia_main_island,0.745872619,0.450761086,1.196633704,0.6233,0.3767,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Sardinia,h6000_q-000325_r+000952,lfr_5308807ea5cdd8,hsub_sardinia_main_island,0.299568397,0.042677565,0.342245962,0.8753,0.1247,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Sardinia,h6000_q-000309_r+000969,lfr_f90c01d6ae0d7f,hsub_sardinia_main_island,0.9215556,0.116795336,1.038350937,0.8875,0.1125,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Sardinia,h6000_q-000289_r+000905,lfr_2b0644b9c90cb8,hsub_sardinia_main_island,0.192705699,0.020486268,0.213191967,0.9039,0.0961,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Sardinia,h6000_q-000317_r+000969,lfr_fe8054ede7772f,hsub_sardinia_main_island,0.024767296,0.002587503,0.027354799,0.9054,0.0946,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Sardinia,h6000_q-000306_r+000967,lfr_fcb98cdb24e454,hsub_sardinia_main_island,4.297025262,0.414004792,4.711030054,0.9121,0.0879,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Sardinia,h6000_q-000303_r+000964,lfr_11edb97d12e4d6,hsub_sardinia_main_island,2.964367067,0.215449763,3.179816831,0.9322,0.0678,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Sardinia,h6000_q-000308_r+000969,lfr_2eceeb84bbefe3,hsub_sardinia_main_island,4.835026433,0.331395352,5.166421785,0.9359,0.0641,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Sardinia,h6000_q-000302_r+000962,lfr_8c6d62a0bb8759,hsub_sardinia_main_island,2.978905754,0.174534262,3.153440015,0.9447,0.0553,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Sardinia,h6000_q-000318_r+000946,lfr_6c3724351b596f,hsub_sardinia_main_island,0.003573615,0.000158915,0.00373253,0.9574,0.0426,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Sardinia,h6000_q-000301_r+000961,lfr_c1523742d1dba9,hsub_sardinia_main_island,2.905027152,0.126834584,3.031861735,0.9582,0.0418,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Sardinia,h6000_q-000316_r+000972,lfr_b2e2568d4275b6,hsub_sardinia_main_island,1.133573861,0.048824322,1.182398183,0.9587,0.0413,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Sardinia,h6000_q-000302_r+000914,lfr_17bd26a9005d7b,hsub_sardinia_main_island,0.159398181,0.00547817,0.164876351,0.9668,0.0332,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Sardinia,h6000_q-000326_r+000954,lfr_744371830fa9ae,hsub_sardinia_main_island,3.60949022,0.119739113,3.729229333,0.9679,0.0321,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Sardinia,h6000_q-000314_r+000972,lfr_309a7aa514c12f,hsub_sardinia_main_island,0.14016013,0.00351489,0.14367502,0.9755,0.0245,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Sicily,h6000_q-000208_r+000878,lfr_44ba73ef6e780e,hsub_sicily_main_island,0.619847095,5.627142026,6.246989121,0.0992,0.9008,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Sicily,h6000_q-000152_r+000865,lfr_ca1d9c457d5d8f,hsub_sicily_main_island,0.000532561,0.001351692,0.001884253,0.2826,0.7174,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Sicily,h6000_q-000154_r+000888,lfr_ccbd14dab272bd,hsub_sicily_main_island,2.2536541,1.284373538,3.538027638,0.637,0.363,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Sicily,h6000_q-000198_r+000887,lfr_9181c3d36f897f,hsub_sicily_main_island,1.219602973,0.138257772,1.357860745,0.8982,0.1018,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Sicily,h6000_q-000142_r+000846,lfr_ca8d0d7f8c00b2,hsub_sicily_main_island,4.414192131,0.341048681,4.755240812,0.9283,0.0717,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Sicily,h6000_q-000153_r+000869,lfr_d37c743c407d91,hsub_sicily_main_island,0.775396957,0.027378922,0.802775879,0.9659,0.0341,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Sicily,h6000_q-000209_r+000882,lfr_d71d3d3bc00763,hsub_sicily_main_island,3.581814795,0.078775939,3.660590734,0.9785,0.0215,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
